instrumentalness,danceability,loudness,acousticness,valence,time_signature,target
0.000856,0.537,-7.042,0.0627,0.552,4,1
0.94,0.405,-5.909,9.29e-06,0.484,4,0
0.0,0.601,-8.158,0.512,0.821,4,0
0.000669,0.456,-16.265,0.274,0.122,4,0
0.0,0.733,-9.546,0.033,0.947,4,0
0.000496,0.633,-5.792,0.0516,0.444,4,1
0.907,0.281,-6.673,6.21e-06,0.273,4,0
3.9e-05,0.7,-11.589,0.173,0.947,4,0
0.00875,0.78,-5.604,0.0461,0.862,4,1
0.0,0.538,-7.305,0.686,0.444,4,0
0.0,0.613,-9.648,0.0448,0.644,4,1
4.01e-05,0.5,-9.556,0.114,0.745,4,1
0.00364,0.767,-8.109,0.103,0.678,4,1
0.0,0.607,-11.151,0.0772,0.736,3,1
0.866,0.504,-17.391,0.878,0.39,4,0
0.0,0.587,-7.746,0.179,0.33,4,1
0.894,0.75,-19.942,0.927,0.522,4,0
3.5e-05,0.678,-16.073,0.38,0.622,4,1
0.017,0.535,-3.961,0.105,0.176,4,0
5.54e-06,0.657,-7.465,0.301,0.755,4,1
0.468,0.46,-30.772,0.942,0.161,4,0
0.00834,0.676,-6.02,0.0121,0.428,4,0
8.69e-05,0.715,-8.674,0.439,0.502,4,1
0.00531,0.537,-14.704,0.845,0.166,4,0
8.62e-06,0.732,-6.794,0.52,0.428,4,1
0.678,0.534,-11.089,0.0442,0.219,4,1
0.0413,0.601,-6.48,0.00866,0.185,4,1
0.0,0.775,-7.167,0.0268,0.691,4,1
0.0,0.367,-10.416,0.438,0.629,4,0
0.824,0.451,-7.509,0.0028,0.319,4,0
0.0,0.66,-11.273,0.647,0.342,4,0
0.793,0.104,-13.704,0.742,0.0556,3,0
0.00403,0.559,-9.865,0.0105,0.851,4,1
2.32e-06,0.521,-11.544,0.968,0.946,4,0
0.0188,0.581,-8.875,0.074,0.579,4,1
0.0,0.174,-12.207,0.901,0.125,3,0
0.922,0.223,-7.498,2e-06,0.124,4,0
0.0,0.58,-10.31,0.093,0.653,4,1
0.00605,0.306,-7.519,0.332,0.15,4,1
8.47e-05,0.728,-7.033,0.00677,0.821,4,1
0.109,0.484,-6.48,0.00371,0.495,4,1
0.415,0.674,-10.978,0.583,0.835,4,0
0.643,0.422,-6.278,0.000733,0.553,4,0
0.0501,0.837,-12.576,0.0819,0.707,4,1
3.3e-06,0.805,-8.549,0.0701,0.437,4,1
0.000518,0.861,-7.197,0.521,0.97,4,0
0.854,0.298,-17.95,0.87,0.599,4,0
0.0,0.776,-17.021,0.927,0.532,4,0
0.00274,0.65,-10.9,0.0655,0.757,4,1
0.0,0.337,-10.69,0.725,0.277,4,0
0.029,0.433,-9.909,0.595,0.0984,3,0
1.62e-05,0.809,-10.352,0.0784,0.668,4,1
0.0,0.639,-10.783,0.0738,0.833,4,1
0.924,0.621,-13.285,4.64e-05,0.742,4,0
0.00835,0.467,-8.349,0.0324,0.523,4,0
3.96e-06,0.59,-8.916,0.158,0.311,4,1
7.52e-05,0.504,-8.337,0.576,0.477,4,1
0.0,0.887,-2.578,0.0447,0.513,4,1
7.87e-06,0.627,-9.52,0.273,0.5,4,1
0.0,0.741,-4.683,0.426,0.418,4,1
0.935,0.336,-14.472,0.955,0.666,4,0
0.109,0.633,-7.752,0.0504,0.676,4,1
0.00389,0.558,-3.427,0.00343,0.913,4,0
0.0122,0.683,-12.831,4.91e-05,0.836,4,1
0.00128,0.65,-5.396,0.00154,0.947,4,1
1.92e-05,0.613,-8.626,0.00333,0.607,4,1
0.00559,0.479,-4.869,0.00117,0.657,4,0
0.0,0.881,-4.064,0.0109,0.725,4,1
0.000661,0.499,-9.185,0.00632,0.782,4,1
0.0,0.518,-7.983,0.673,0.863,4,0
0.000147,0.312,-10.077,0.00294,0.258,4,0
0.903,0.689,-8.471,0.133,0.429,4,0
0.0,0.871,-7.825,0.264,0.628,4,1
0.0,0.711,-8.048,0.00781,0.806,4,1
5.17e-05,0.576,-14.313,0.547,0.175,3,1
0.0,0.325,-6.145,0.000841,0.443,4,0
9.63e-05,0.617,-5.953,0.0112,0.629,4,1
0.00253,0.525,-6.848,0.191,0.194,4,0
0.000145,0.561,-9.147,0.205,0.608,4,1
1.69e-05,0.57,-10.964,0.0198,0.514,4,1
6.29e-05,0.798,-11.337,0.00596,0.446,4,1
4.53e-05,0.674,-7.957,0.0956,0.452,4,1
0.094,0.458,-17.397,0.807,0.155,4,0
3.02e-05,0.746,-9.676,0.0146,0.76,4,1
0.0,0.509,-6.535,0.0393,0.532,4,1
0.892,0.798,-9.386,0.559,0.869,4,0
0.0,0.381,-9.078,0.771,0.35,3,0
9.72e-06,0.593,-13.138,0.17,0.652,4,1
0.0,0.487,-9.934,0.439,0.1,4,1
0.965,0.172,-22.554,0.926,0.0339,4,0
0.541,0.639,-5.791,0.000346,0.343,4,0
0.0,0.604,-7.597,0.217,0.176,4,1
0.926,0.355,-8.514,0.000118,0.658,4,0
0.0166,0.654,-14.178,0.622,0.548,3,0
0.0,0.392,-8.933,0.389,0.103,4,1
0.862,0.289,-16.753,0.081,0.272,5,0
0.827,0.378,-11.598,3.74e-06,0.558,4,0
1.57e-05,0.641,-7.93,0.0446,0.754,4,1
0.0593,0.426,-14.857,0.0348,0.135,4,1
0.187,0.512,-5.068,7.19e-06,0.279,4,0
0.000309,0.833,-7.107,0.0351,0.647,4,1
0.00197,0.698,-3.999,0.00159,0.32,4,1
2.3e-05,0.408,-5.844,0.201,0.271,4,1
0.000171,0.795,-14.004,0.112,0.633,4,1
0.00071,0.779,-14.384,0.221,0.376,4,1
5.87e-06,0.52,-6.579,0.354,0.755,4,0
0.0,0.657,-8.917,0.311,0.182,4,1
0.0,0.552,-7.323,0.367,0.249,4,1
0.0,0.739,-5.079,0.211,0.745,4,1
0.00174,0.475,-11.891,0.0212,0.962,4,1
0.00068,0.525,-9.783,0.064,0.197,4,0
0.000523,0.638,-6.29,0.0443,0.749,4,0
0.000129,0.582,-7.913,0.289,0.532,4,1
0.915,0.522,-26.86,0.995,0.313,4,0
0.0,0.483,-17.671,0.73,0.5,4,0
0.000287,0.545,-2.762,0.0467,0.629,4,1
0.0,0.904,-5.813,0.00717,0.412,4,0
0.803,0.552,-8.017,0.000163,0.664,4,0
0.0682,0.61,-8.455,0.116,0.832,4,1
2.57e-06,0.783,-8.838,0.0337,0.933,4,1
1.11e-05,0.838,-6.593,0.0312,0.845,4,1
0.0,0.391,-10.882,0.27,0.553,4,1
0.0355,0.389,-6.065,1.37e-05,0.804,4,0
0.0,0.652,-18.576,0.858,0.505,4,0
0.697,0.346,-14.322,0.968,0.181,3,0
0.0,0.545,-5.302,0.0556,0.777,4,1
0.0,0.623,-13.706,0.678,0.452,4,1
6.28e-05,0.895,-7.186,0.0998,0.593,4,1
0.862,0.581,-16.904,0.924,0.651,4,0
0.00287,0.433,-12.405,0.042,0.629,4,0
0.801,0.531,-18.705,0.946,0.0672,4,0
0.000246,0.722,-11.437,0.102,0.977,4,0
0.00684,0.622,-6.31,0.0193,0.867,4,1
0.000186,0.757,-6.706,0.0514,0.821,4,1
0.00429,0.399,-4.341,0.0019,0.272,4,1
0.0,0.733,-5.652,0.0262,0.598,4,1
4.98e-06,0.709,-9.072,0.17,0.967,4,0
0.0,0.598,-7.013,0.144,0.595,4,1
8.11e-06,0.563,-6.291,0.00204,0.264,4,0
0.000194,0.639,-5.084,0.0912,0.748,4,1
1.2e-05,0.547,-6.407,0.164,0.565,4,0
0.000334,0.418,-11.486,0.638,0.217,4,0
0.0,0.505,-10.942,0.237,0.346,4,1
0.591,0.832,-5.093,0.00258,0.758,4,1
0.896,0.147,-31.456,0.933,0.0698,3,0
0.0,0.495,-10.606,0.795,0.39,4,0
0.0,0.698,-6.246,0.542,0.275,4,1
1.28e-05,0.654,-6.915,0.158,0.364,4,0
1.11e-05,0.311,-6.285,0.00932,0.0689,3,0
0.0,0.736,-8.16,0.446,0.122,4,1
0.0,0.596,-6.319,0.017,0.322,4,1
0.917,0.155,-12.827,0.895,0.214,4,0
0.00189,0.315,-6.286,0.00226,0.109,4,0
0.0,0.733,-5.249,0.312,0.607,4,1
0.002,0.639,-8.479,0.00336,0.562,4,1
0.197,0.21,-10.783,0.00908,0.209,4,0
0.94,0.291,-9.116,0.000498,0.461,4,0
0.00961,0.428,-12.346,0.626,0.0611,4,1
0.0359,0.755,-7.493,0.000468,0.856,4,1
0.00256,0.584,-15.206,0.738,0.224,4,0
0.0,0.633,-4.641,0.109,0.678,4,1
0.847,0.424,-21.044,0.99,0.0653,4,0
7.73e-06,0.611,-6.007,0.724,0.966,4,0
0.0,0.589,-15.535,0.391,0.743,4,0
0.0,0.646,-11.149,0.352,0.648,3,0
0.000106,0.69,-16.36,0.896,0.583,4,0
0.543,0.0946,-43.989,0.214,0.0375,5,0
0.00664,0.686,-10.263,0.00752,0.332,4,0
0.225,0.428,-9.146,0.0745,0.457,3,0
0.838,0.595,-11.408,0.787,0.527,4,0
0.741,0.483,-8.4,0.0878,0.831,4,0
2.76e-05,0.0869,-37.176,0.905,0.0326,4,0
8.41e-06,0.297,-11.108,0.825,0.311,4,0
0.05,0.609,-10.663,0.000274,0.565,4,1
0.000128,0.784,-9.94,0.241,0.968,4,0
9.09e-05,0.732,-7.09,0.197,0.765,4,1
0.669,0.773,-24.063,0.985,0.515,4,0
0.00246,0.645,-2.818,0.0173,0.862,4,1
0.000326,0.569,-10.64,0.364,0.509,4,1
0.0,0.693,-10.954,0.107,0.568,4,1
0.0,0.508,-8.028,0.357,0.691,4,0
0.000204,0.611,-7.554,0.0218,0.793,4,1
0.000221,0.629,-6.193,0.174,0.725,4,1
0.442,0.534,-5.167,0.00339,0.379,4,1
1.98e-05,0.692,-3.974,0.000136,0.692,4,1
0.718,0.29,-22.04,0.977,0.0515,3,0
0.0,0.514,-6.404,0.000207,0.669,4,0
0.000178,0.377,-5.253,0.000444,0.537,4,1
0.000104,0.674,-3.262,0.0714,0.861,4,1
0.531,0.224,-10.782,0.000146,0.313,4,0
0.0,0.525,-8.367,0.533,0.71,4,0
0.00198,0.71,-9.933,0.165,0.577,4,1
0.00379,0.336,-6.185,0.671,0.387,4,1
0.0,0.73,-3.438,0.278,0.649,4,1
2.25e-05,0.562,-8.958,0.095,0.425,4,1
0.0258,0.27,-8.54,0.373,0.222,4,0
0.0,0.551,-11.583,0.804,0.855,4,0
0.0341,0.458,-9.216,0.000103,0.652,4,0
0.0,0.638,-10.138,0.504,0.48,4,0
0.927,0.456,-11.352,0.866,0.905,4,0
0.0,0.656,-4.296,0.22,0.862,4,1
0.0,0.544,-8.714,0.164,0.833,4,1
0.806,0.206,-4.236,0.000612,0.808,4,0
0.0,0.736,-3.857,0.0645,0.579,4,1
0.307,0.491,-3.764,0.0993,0.966,4,0
0.00049,0.684,-7.668,0.331,0.961,4,1
0.472,0.432,-6.959,0.0287,0.683,4,0
1.23e-06,0.55,-12.217,0.799,0.284,4,0
0.00147,0.665,-4.433,0.0695,0.951,4,1
0.000293,0.754,-10.188,0.124,0.595,4,1
0.884,0.385,-10.154,0.000595,0.509,4,0
0.281,0.484,-22.345,0.883,0.889,4,0
0.0,0.78,-11.481,0.197,0.579,4,1
0.000378,0.391,-7.419,0.0126,0.468,4,1
2.26e-05,0.573,-9.778,0.000247,0.519,4,1
0.0,0.8,-9.591,0.00436,0.674,4,1
0.0,0.747,-6.985,0.138,0.555,4,1
0.0,0.6,-9.867,0.106,0.475,4,1
4.98e-06,0.511,-6.893,0.00548,0.536,4,0
0.494,0.543,-21.081,0.823,0.276,4,0
0.883,0.169,-19.211,0.568,0.0559,3,0
7.1e-05,0.747,-7.127,0.00992,0.871,4,0
0.0,0.976,-7.952,0.0731,0.996,4,0
7.54e-06,0.346,-8.558,0.00229,0.644,4,0
0.0327,0.711,-12.99,0.0484,0.836,4,1
0.0,0.569,-6.88,0.257,0.193,4,1
3.15e-06,0.782,-7.211,0.135,0.707,4,1
2.11e-06,0.722,-5.711,0.0161,0.353,4,1
0.0,0.696,-5.31,0.115,0.708,4,1
0.00429,0.829,-12.899,0.00227,0.372,4,0
0.055,0.466,-5.167,0.000133,0.61,4,0
0.0154,0.496,-10.864,0.0231,0.867,4,0
2.46e-05,0.463,-9.999,0.643,0.121,4,1
0.938,0.458,-24.155,0.995,0.211,4,0
0.924,0.83,-5.813,0.0014,0.204,4,0
0.0,0.549,-7.698,0.341,0.319,4,1
0.255,0.655,-9.517,0.167,0.862,4,0
0.0,0.683,-4.707,0.0539,0.586,4,1
0.0695,0.446,-10.263,0.0193,0.155,4,0
0.851,0.358,-8.134,0.0353,0.504,4,0
4.36e-05,0.927,-12.561,0.422,0.965,4,1
1.79e-06,0.47,-11.142,0.582,0.129,4,1
0.0,0.75,-9.189,0.0579,0.495,4,1
0.0,0.565,-10.705,0.339,0.28,4,1
0.00473,0.152,-7.633,0.0339,0.117,4,0
1.06e-05,0.592,-13.953,0.454,0.117,4,1
0.427,0.681,-14.12,0.989,0.681,4,0
0.83,0.853,-11.538,0.239,0.412,4,0
0.00015,0.415,-5.529,0.101,0.785,4,0
1.78e-06,0.501,-8.449,0.00881,0.738,4,1
0.0377,0.658,-14.703,0.568,0.573,4,0
0.0,0.59,-10.114,0.744,0.722,4,0
0.913,0.382,-7.975,0.169,0.88,4,0
0.0,0.617,-10.632,0.173,0.518,4,1
0.0,0.653,-11.429,0.91,0.613,4,0
0.0,0.547,-3.071,0.388,0.887,4,1
0.0,0.908,-4.381,0.153,0.839,4,1
0.485,0.701,-12.643,0.000888,0.617,4,1
0.00411,0.722,-5.777,0.296,0.147,4,0
0.856,0.569,-9.694,0.00173,0.666,4,0
0.00126,0.665,-7.324,0.0102,0.515,4,1
0.00917,0.512,-22.475,0.69,0.461,4,0
0.0196,0.566,-16.375,0.427,0.548,4,1
0.0,0.741,-7.722,0.0278,0.736,4,1
1.6e-05,0.613,-6.868,0.000641,0.763,4,1
0.000638,0.485,-8.652,0.745,0.932,4,0
0.00201,0.568,-6.202,0.00578,0.839,4,1
0.346,0.438,-8.956,0.497,0.641,4,0
8.98e-05,0.778,-6.12,0.288,0.928,4,0
0.00223,0.412,-11.789,0.609,0.153,4,1
0.0148,0.242,-9.569,2.27e-05,0.233,4,0
0.0,0.612,-4.568,0.0144,0.89,4,1
0.0,0.604,-12.598,0.0681,0.558,4,1
6.49e-05,0.519,-10.256,0.0766,0.232,4,1
0.934,0.586,-12.645,0.944,0.583,4,0
0.0,0.804,-7.36,0.00379,0.451,4,1
0.0,0.547,-7.034,0.195,0.668,4,0
0.00465,0.231,-8.396,0.124,0.59,4,0
0.0761,0.677,-6.724,0.0635,0.854,4,1
7.64e-06,0.803,-8.446,0.151,0.777,4,1
0.0271,0.465,-9.477,4.64e-05,0.954,4,1
0.397,0.606,-12.715,0.000913,0.0796,4,1
0.0,0.631,-8.106,0.0779,0.522,4,1
8e-06,0.438,-4.458,0.0598,0.329,4,0
0.0,0.622,-5.548,0.11,0.539,4,1
4.58e-05,0.895,-6.798,0.000687,0.622,4,1
0.832,0.379,-17.765,0.952,0.179,4,0
2.99e-05,0.755,-13.853,0.154,0.634,4,1
0.678,0.165,-14.56,0.897,0.0631,4,0
0.546,0.711,-16.159,0.751,0.247,4,0
0.623,0.237,-3.929,2.53e-06,0.177,4,0
1.19e-06,0.896,-5.239,0.192,0.744,4,1
0.000214,0.591,-8.069,0.653,0.122,3,1
0.00269,0.78,-7.32,0.736,0.365,4,1
0.0,0.649,-10.109,0.376,0.923,4,1
0.0,0.425,-9.707,0.185,0.208,4,1
0.000964,0.544,-10.166,0.0412,0.586,4,0
0.865,0.22,-6.273,0.147,0.216,3,0
2.12e-06,0.782,-6.58,0.000136,0.659,4,1
0.0163,0.704,-7.435,0.0348,0.761,4,1
0.0,0.592,-12.097,0.441,0.704,4,0
0.0,0.745,-5.525,0.0171,0.541,4,1
0.0279,0.665,-17.303,0.465,0.622,4,0
0.0,0.811,-7.409,0.0834,0.855,4,1
0.00373,0.814,-11.352,0.157,0.659,4,0
0.0,0.556,-10.224,0.764,0.811,4,0
0.422,0.681,-7.0,0.0134,0.486,4,1
0.0,0.652,-6.903,0.293,0.353,4,1
0.00176,0.736,-9.25,0.0238,0.871,4,1
0.0853,0.808,-5.277,0.00427,0.402,4,1
4.39e-05,0.812,-13.957,0.6,0.599,4,1
7.01e-06,0.586,-6.012,0.00253,0.817,4,0
0.03,0.226,-21.482,0.953,0.0692,4,0
0.15,0.519,-6.586,0.141,0.541,5,0
0.0,0.788,-8.582,0.262,0.74,4,1
0.0,0.49,-13.162,0.983,0.463,4,0
0.001,0.487,-18.14,0.256,0.138,4,0
0.00675,0.528,-21.007,0.651,0.401,3,0
0.00649,0.217,-5.209,0.000202,0.329,4,0
0.0,0.322,-30.895,0.954,0.0576,3,0
1.86e-05,0.452,-6.169,0.000616,0.415,4,0
1.26e-05,0.461,-5.165,0.000973,0.661,4,0
0.0,0.741,-11.797,0.493,0.752,4,1
0.0,0.693,-6.411,0.0949,0.319,4,1
0.000217,0.692,-5.26,0.151,0.886,4,1
0.0,0.575,-9.704,0.216,0.614,4,0
0.085,0.349,-9.554,0.82,0.137,4,1
0.338,0.662,-10.257,0.00204,0.471,4,0
1.28e-06,0.672,-9.965,0.0985,0.551,4,1
0.79,0.787,-20.63,0.799,0.367,4,0
1.18e-05,0.604,-14.674,0.56,0.391,4,1
0.224,0.416,-10.013,0.0517,0.315,4,0
0.0,0.609,-9.166,0.075,0.352,4,1
1.91e-06,0.556,-10.713,0.521,0.934,4,0
0.00277,0.551,-10.916,0.338,0.287,4,1
0.602,0.329,-6.862,0.0056,0.298,4,0
2.59e-06,0.567,-16.504,0.789,0.162,4,0
2.79e-05,0.666,-6.117,0.0529,0.839,4,1
1.91e-05,0.523,-4.711,0.00166,0.675,4,0
0.00319,0.206,-5.79,0.000222,0.383,4,0
0.0406,0.605,-7.804,0.289,0.581,4,0
0.0321,0.537,-5.24,0.0946,0.698,4,0
0.0,0.67,-4.489,0.0804,0.766,4,1
0.401,0.125,-21.904,0.994,0.0371,3,0
0.000364,0.63,-7.256,0.00237,0.559,4,1
7.66e-06,0.788,-9.342,0.249,0.688,4,1
0.773,0.316,-4.797,6.43e-05,0.233,4,0
0.952,0.485,-35.509,0.996,0.233,4,0
0.0162,0.603,-10.393,3.85e-05,0.376,4,1
0.645,0.628,-9.224,0.0758,0.148,4,0
0.0,0.657,-7.527,0.581,0.674,4,1
0.492,0.621,-6.826,0.0418,0.554,4,1
0.000155,0.913,-5.824,0.0756,0.714,4,1
5.33e-05,0.373,-14.812,0.166,0.65,4,0
0.00196,0.655,-10.03,0.0276,0.768,4,1
2.31e-06,0.467,-9.041,0.935,0.601,4,0
0.0,0.501,-5.764,0.000206,0.622,4,1
0.0,0.773,-6.742,0.261,0.903,4,1
1.97e-05,0.646,-7.878,0.326,0.7,4,1
2.81e-05,0.487,-11.197,0.209,0.699,4,0
0.00073,0.405,-5.23,0.813,0.36,4,0
1.06e-05,0.887,-7.346,0.0295,0.761,4,1
0.615,0.55,-17.62,0.644,0.588,4,0
0.00103,0.686,-9.712,0.704,0.753,4,1
0.00237,0.627,-4.523,0.0528,0.591,4,1
0.0,0.733,-8.455,0.0948,0.722,4,1
3.98e-05,0.603,-10.02,0.551,0.239,4,1
0.00615,0.324,-13.637,0.189,0.383,3,0
0.0,0.752,-7.163,0.117,0.937,4,1
7.83e-06,0.909,-9.021,0.000505,0.878,4,1
0.0,0.592,-7.806,0.174,0.863,4,1
0.683,0.31,-7.739,0.0226,0.203,4,0
0.0,0.615,-10.728,0.278,0.494,4,1
0.0,0.754,-6.833,0.0684,0.818,4,1
1.33e-06,0.658,-7.049,0.191,0.424,4,1
0.0011,0.765,-7.393,0.119,0.836,4,1
0.577,0.706,-16.953,0.298,0.47,4,0
5.57e-05,0.709,-4.982,0.72,0.746,3,0
0.584,0.738,-20.061,0.915,0.483,4,0
0.000176,0.637,-12.1,0.844,0.35,4,1
0.29,0.794,-7.133,0.0197,0.652,4,1
0.782,0.799,-11.733,0.75,0.97,4,0
0.00301,0.509,-30.4,0.98,0.327,4,0
0.0,0.656,-6.87,0.425,0.437,4,1
0.0,0.531,-4.982,0.00684,0.898,4,1
0.0,0.464,-4.906,0.000554,0.623,4,1
1.77e-05,0.598,-8.821,0.462,0.51,4,0
0.000351,0.696,-6.631,0.155,0.557,4,1
0.018,0.348,-7.734,0.000261,0.0352,4,0
0.0809,0.751,-13.077,0.0023,0.819,4,1
3.25e-05,0.435,-11.698,0.441,0.65,4,0
1.79e-06,0.458,-8.505,0.839,0.482,4,0
0.0,0.724,-3.895,0.0164,0.775,4,1
0.0,0.701,-9.453,0.0837,0.814,4,1
0.00394,0.569,-11.072,0.0319,0.408,4,0
0.00209,0.884,-5.857,0.0957,0.591,4,1
0.0,0.253,-6.257,0.504,0.205,3,0
0.0,0.567,-8.038,0.0995,0.2,3,1
2.07e-05,0.852,-11.498,0.107,0.952,4,1
1.13e-05,0.401,-11.005,0.657,0.267,4,1
0.0,0.629,-12.721,0.0754,0.471,4,1
7.47e-06,0.564,-7.081,0.0877,0.585,4,1
0.0247,0.656,-5.647,0.0784,0.831,4,1
0.000142,0.584,-7.581,0.808,0.97,4,0
0.00184,0.594,-17.807,0.685,0.099,4,1
0.0,0.607,-10.383,0.472,0.351,4,0
0.0116,0.189,-9.177,1.49e-05,0.362,4,0
9.86e-06,0.583,-13.63,0.607,0.378,4,1
2.35e-05,0.818,-4.428,0.113,0.728,4,1
0.238,0.477,-2.489,0.331,0.517,4,0
0.000251,0.565,-7.659,0.165,0.928,4,0
2.07e-06,0.436,-12.012,0.555,0.196,4,0
0.00149,0.535,-6.519,0.000919,0.618,4,1
0.733,0.616,-4.78,0.246,0.556,4,0
0.00019,0.58,-15.267,0.796,0.583,3,1
0.831,0.68,-16.06,0.915,0.494,4,0
0.000911,0.587,-10.847,0.392,0.635,4,1
0.0,0.523,-9.469,0.629,0.806,4,0
8.99e-06,0.497,-8.335,0.0489,0.735,4,1
7.21e-06,0.917,-7.73,0.0183,0.745,4,0
7.15e-05,0.673,-9.688,0.524,0.44,4,0
0.937,0.322,-25.983,0.981,0.0563,4,0
0.0,0.853,-7.85,0.14,0.546,4,1
0.803,0.509,-15.035,0.756,0.865,4,0
0.166,0.532,-5.454,0.181,0.18,4,0
2.96e-06,0.304,-4.45,0.244,0.543,4,0
0.0,0.461,-5.324,0.162,0.602,4,1
0.869,0.547,-13.726,0.728,0.956,4,0
0.0,0.655,-4.733,0.434,0.613,4,1
0.857,0.198,-6.294,2.79e-06,0.326,4,0
0.0,0.938,-7.587,0.0364,0.758,4,1
0.918,0.397,-22.396,0.991,0.632,3,0
0.0227,0.803,-10.268,0.031,0.584,4,1
0.0951,0.347,-14.969,4.75e-06,0.371,4,0
0.0116,0.342,-6.136,0.00476,0.534,4,0
0.0309,0.743,-5.456,0.0231,0.789,4,1
0.0,0.708,-13.3,0.574,0.775,4,0
0.000223,0.414,-22.32,0.883,0.423,4,1
0.00165,0.75,-12.914,0.0395,0.712,4,0
0.325,0.728,-8.258,0.000325,0.854,4,0
0.0,0.828,-7.674,0.106,0.817,4,1
0.0,0.491,-8.159,0.653,0.238,4,1
0.00233,0.713,-8.218,0.219,0.538,4,1
2.13e-05,0.652,-8.01,0.000654,0.578,4,1
0.299,0.476,-36.606,0.864,0.27,4,0
0.416,0.625,-9.377,0.0765,0.898,4,1
0.0,0.551,-13.704,0.805,0.527,4,1
8.59e-05,0.82,-12.207,0.0105,0.382,4,1
8.65e-05,0.325,-11.776,0.503,0.298,4,0
0.0255,0.815,-11.834,0.14,0.723,4,1
0.283,0.627,-12.267,0.106,0.282,4,0
0.66,0.768,-15.524,0.477,0.904,4,0
0.73,0.651,-19.605,0.941,0.412,3,0
3.2e-06,0.826,-11.535,0.33,0.434,4,1
0.881,0.256,-13.883,0.0158,0.88,4,0
0.364,0.504,-11.29,0.836,0.443,4,0
0.0,0.475,-7.205,0.0446,0.383,3,1
8.81e-05,0.594,-15.155,0.251,0.221,4,1
0.22,0.294,-9.316,0.0163,0.226,4,1
0.0101,0.642,-13.782,0.0393,0.642,4,1
0.0,0.745,-5.693,0.42,0.806,4,1
0.000739,0.533,-17.54,0.638,0.442,3,0
0.0,0.526,-10.535,0.722,0.251,4,1
7.61e-06,0.192,-4.059,0.0245,0.223,4,0
0.00228,0.513,-9.216,0.359,0.183,4,1
0.784,0.57,-15.73,0.986,0.645,1,0
0.00139,0.404,-3.199,0.0181,0.373,4,1
0.00301,0.622,-13.475,3.42e-05,0.903,4,1
0.221,0.511,-18.323,0.935,0.826,4,0
0.711,0.35,-13.344,0.046,0.417,4,0
5.29e-06,0.634,-5.058,0.00602,0.929,4,1
0.0,0.691,-9.301,0.0402,0.755,4,0
0.0,0.638,-5.759,0.4,0.334,3,1
0.0118,0.352,-7.626,1.14e-05,0.558,4,0
0.0,0.723,-7.469,0.0769,0.851,4,1
0.743,0.61,-7.136,0.837,0.909,4,0
0.804,0.489,-9.435,0.00759,0.0846,4,0
0.0221,0.533,-8.504,0.0549,0.515,4,1
0.015,0.568,-11.196,0.381,0.543,4,0
0.0,0.769,-4.15,0.0618,0.651,4,1
0.0112,0.739,-9.194,0.0545,0.643,4,1
0.966,0.0576,-20.216,0.903,0.031,4,0
0.086,0.682,-8.526,0.071,0.649,4,0
0.0381,0.749,-9.359,0.00186,0.966,4,1
0.0221,0.284,-4.877,0.212,0.243,4,0
0.00366,0.386,-5.83,0.00841,0.195,4,1
1.31e-05,0.679,-8.894,0.0568,0.561,4,1
0.536,0.428,-13.628,0.401,0.323,4,0
2.09e-05,0.754,-11.787,0.257,0.613,4,1
0.0,0.628,-12.032,0.427,0.277,4,1
0.749,0.511,-6.564,0.0229,0.769,4,0
0.839,0.242,-8.988,0.00229,0.079,4,0
0.00203,0.117,-31.648,0.936,0.0354,3,0
1.72e-06,0.496,-10.175,0.306,0.705,3,1
0.00163,0.23,-5.102,8.57e-05,0.488,4,0
0.918,0.657,-22.018,0.949,0.684,4,0
0.0,0.689,-6.36,0.0704,0.259,4,1
0.0,0.321,-9.383,0.743,0.804,4,1
0.0,0.532,-9.658,0.235,0.23,4,1
0.0,0.621,-8.016,0.0984,0.679,4,1
0.889,0.956,-5.311,0.00356,0.841,4,1
0.11,0.298,-7.213,2.46e-05,0.49,3,0
0.000279,0.309,-17.022,0.87,0.146,4,1
1.32e-06,0.712,-8.073,0.129,0.81,4,0
0.525,0.328,-22.933,0.993,0.179,4,0
0.00733,0.79,-8.805,0.00335,0.725,4,1
4.24e-05,0.722,-6.99,0.0353,0.721,4,1
0.00534,0.653,-7.758,0.677,0.789,4,1
0.0224,0.314,-3.815,0.000237,0.194,4,0
0.0113,0.762,-10.423,0.0396,0.346,4,1
0.0212,0.539,-8.058,0.231,0.718,4,1
0.000279,0.641,-20.846,0.971,0.602,4,0
0.0489,0.18,-7.735,2.14e-06,0.24,4,0
0.0,0.732,-10.322,0.00143,0.567,4,1
0.0358,0.516,-4.426,0.224,0.837,4,0
2.11e-06,0.234,-14.535,0.764,0.227,4,0
0.905,0.744,-10.783,0.447,0.786,4,0
0.96,0.51,-13.053,0.342,0.318,4,0
0.0,0.454,-8.359,0.095,0.559,4,0
0.837,0.541,-20.727,0.777,0.61,4,0
0.242,0.349,-12.029,0.0064,0.565,4,0
0.0207,0.53,-9.811,0.00357,0.179,4,1
0.952,0.639,-14.622,0.809,0.0383,3,0
0.0671,0.555,-18.638,0.783,0.335,4,0
0.0,0.62,-5.045,0.18,0.427,4,1
0.0,0.566,-9.416,0.713,0.582,4,0
0.0,0.629,-4.549,0.358,0.652,4,0
0.497,0.748,-10.235,0.0596,0.744,4,0
